nom_cabina,calidad_aire,codi_dtes,zqa,codi_eoi,longitud,latitud,hora_o3,calidad_o3,valor_o3,hora_no2,calidad_no2,valor_no2,hora_pm10,calidad_pm10,valor_pm10,generat,dateTime
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,10h,Buena,28,10h,Bona,70,,,,28/06/2018 11:00,1530176703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,10h,Buena,62,10h,Bona,37,10h,Buena,28,28/06/2018 11:00,1530176703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,10h,Buena,61,10h,Bona,41,10h,Buena,25,28/06/2018 11:00,1530176703
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,10h,Bona,88,10h,Regular,42,28/06/2018 11:00,1530176703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,11h,Bona,20,,,,28/06/2018 12:00,1530180303
Eixample,Regular,IH,01,08019043,2.1538,41.3853,11h,Buena,52,11h,Bona,56,11h,Regular,42,28/06/2018 12:00,1530180303
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,11h,Buena,59,11h,Bona,48,11h,Buena,28,28/06/2018 12:00,1530180303
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,11h,Buena,38,11h,Bona,58,,,,28/06/2018 12:00,1530180303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,11h,Buena,73,11h,Bona,32,11h,Buena,28,28/06/2018 12:00,1530180303
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,11h,Buena,77,11h,Bona,24,11h,Buena,24,28/06/2018 12:00,1530180303
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,11h,Bona,54,11h,Regular,42,28/06/2018 12:00,1530180303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,12h,Bona,22,,,,28/06/2018 13:00,1530183902
Eixample,Regular,IH,01,08019043,2.1538,41.3853,12h,Buena,53,12h,Bona,72,12h,Regular,42,28/06/2018 13:00,1530183902
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,12h,Buena,61,12h,Bona,55,12h,Buena,28,28/06/2018 13:00,1530183902
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,12h,Buena,45,12h,Bona,44,,,,28/06/2018 13:00,1530183902
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,12h,Buena,87,12h,Bona,19,12h,Buena,28,28/06/2018 13:00,1530183902
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,12h,Buena,87,12h,Bona,17,12h,Buena,25,28/06/2018 13:00,1530183902
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,12h,Bona,35,13h,Regular,41,28/06/2018 13:00,1530183902
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,13h,Bona,22,,,,28/06/2018 14:00,1530187502
Eixample,Regular,IH,01,08019043,2.1538,41.3853,13h,Buena,55,13h,Bona,72,13h,Regular,41,28/06/2018 14:00,1530187502
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,13h,Buena,63,13h,Bona,69,13h,Buena,27,28/06/2018 14:00,1530187502
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,13h,Buena,63,13h,Bona,28,,,,28/06/2018 14:00,1530187502
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,13h,Buena,88,13h,Bona,21,13h,Buena,27,28/06/2018 14:00,1530187502
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,13h,Buena,86,13h,Bona,21,13h,Buena,24,28/06/2018 14:00,1530187502
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,13h,Bona,34,13h,Regular,41,28/06/2018 14:00,1530187502
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,14h,Bona,24,,,,28/06/2018 15:00,1530191102
Eixample,Regular,IH,01,08019043,2.1538,41.3853,14h,Buena,59,14h,Bona,68,14h,Regular,40,28/06/2018 15:00,1530191102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,13h,Buena,63,13h,Bona,69,14h,Buena,26,28/06/2018 15:00,1530191102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,14h,Buena,56,14h,Bona,28,,,,28/06/2018 15:00,1530191102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,14h,Buena,91,14h,Bona,19,14h,Buena,27,28/06/2018 15:00,1530191102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,14h,Buena,87,14h,Bona,18,14h,Buena,22,28/06/2018 15:00,1530191102
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,14h,Bona,28,14h,Regular,40,28/06/2018 15:00,1530191102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,15h,Bona,17,,,,28/06/2018 16:00,1530194703
Eixample,Regular,IH,01,08019043,2.1538,41.3853,14h,Buena,59,14h,Bona,68,15h,Regular,40,28/06/2018 16:00,1530194703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,13h,Buena,63,13h,Bona,69,15h,Buena,26,28/06/2018 16:00,1530194703
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,15h,Buena,59,15h,Bona,16,,,,28/06/2018 16:00,1530194703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,15h,Buena,93,15h,Bona,15,15h,Buena,27,28/06/2018 16:00,1530194703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,15h,Buena,90,15h,Bona,14,15h,Buena,22,28/06/2018 16:00,1530194703
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,15h,Bona,23,15h,Regular,38,28/06/2018 16:00,1530194703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,16h,Bona,17,,,,28/06/2018 17:00,1530198302
Eixample,Regular,IH,01,08019043,2.1538,41.3853,14h,Buena,59,14h,Bona,68,16h,Regular,40,28/06/2018 17:00,1530198302
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,14h,,,14h,,,16h,Buena,25,28/06/2018 17:00,1530198302
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,16h,Buena,77,16h,Bona,13,,,,28/06/2018 17:00,1530198302
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,16h,Buena,89,16h,Bona,15,17h,Buena,25,28/06/2018 17:00,1530198302
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,16h,Buena,86,16h,Bona,19,16h,Buena,21,28/06/2018 17:00,1530198302
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,16h,Bona,17,16h,Regular,38,28/06/2018 17:00,1530198302
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,16h,Bona,17,,,,28/06/2018 18:00,1530201902
Eixample,Regular,IH,01,08019043,2.1538,41.3853,15h,,,15h,,,17h,Regular,39,28/06/2018 18:00,1530201902
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,15h,,,15h,,,17h,Buena,25,28/06/2018 18:00,1530201902
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,17h,Buena,59,17h,Bona,16,,,,28/06/2018 18:00,1530201902
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,17h,Buena,82,17h,Bona,18,17h,Buena,25,28/06/2018 18:00,1530201902
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,17h,Buena,88,17h,Bona,16,17h,Buena,21,28/06/2018 18:00,1530201902
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,17h,Bona,18,17h,Regular,37,28/06/2018 18:00,1530201902
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,16h,Bona,17,,,,28/06/2018 19:00,1530205503
Eixample,Buena,IH,01,08019043,2.1538,41.3853,17h,,,17h,,,19h,Buena,32,28/06/2018 19:00,1530205503
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,18h,Buena,64,18h,Bona,50,18h,Buena,26,28/06/2018 19:00,1530205503
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,18h,Buena,68,18h,Bona,12,,,,28/06/2018 19:00,1530205503
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,18h,Buena,81,18h,Bona,18,18h,Buena,24,28/06/2018 19:00,1530205503
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,17h,Buena,88,17h,Bona,16,18h,Buena,20,28/06/2018 19:00,1530205503
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,18h,Bona,23,18h,Buena,35,28/06/2018 19:00,1530205503
Eixample,Buena,IH,01,08019043,2.1538,41.3853,17h,,,17h,,,19h,Buena,32,28/06/2018 20:00,1530209102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,19h,Buena,65,19h,Bona,52,19h,Buena,26,28/06/2018 20:00,1530209102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,19h,Buena,54,19h,Bona,15,,,,28/06/2018 20:00,1530209102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,19h,Buena,81,19h,Bona,14,19h,Buena,23,28/06/2018 20:00,1530209102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,19h,Buena,71,19h,Bona,25,19h,Buena,19,28/06/2018 20:00,1530209102
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,19h,Bona,19,19h,Buena,34,28/06/2018 20:00,1530209102
Eixample,Buena,IH,01,08019043,2.1538,41.3853,18h,,,18h,,,20h,Buena,29,28/06/2018 21:00,1530212702
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,19h,Buena,65,19h,Bona,52,20h,Buena,26,28/06/2018 21:00,1530212702
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,20h,Buena,52,20h,Bona,29,,,,28/06/2018 21:00,1530212702
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,20h,Buena,63,20h,Bona,23,20h,Buena,23,28/06/2018 21:00,1530212702
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,20h,Buena,62,20h,Bona,33,20h,Buena,19,28/06/2018 21:00,1530212702
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,20h,Bona,38,20h,Buena,33,28/06/2018 21:00,1530212702
Eixample,Buena,IH,01,08019043,2.1538,41.3853,19h,,,19h,,,20h,Buena,29,28/06/2018 22:00,1530216305
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,19h,Buena,65,19h,Bona,52,21h,Buena,25,28/06/2018 22:00,1530216305
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,21h,Buena,45,21h,Bona,39,,,,28/06/2018 22:00,1530216305
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,21h,Buena,60,21h,Bona,19,21h,Buena,22,28/06/2018 22:00,1530216305
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,21h,Buena,35,21h,Bona,31,21h,Buena,19,28/06/2018 22:00,1530216305
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,21h,Bona,57,21h,Buena,32,28/06/2018 22:00,1530216305
Eixample,Buena,IH,01,08019043,2.1538,41.3853,22h,Buena,35,22h,Bona,62,22h,Buena,29,28/06/2018 23:00,1530219902
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,20h,,,20h,,,22h,Buena,25,28/06/2018 23:00,1530219902
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,22h,Buena,41,22h,Bona,44,,,,28/06/2018 23:00,1530219902
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,22h,Buena,48,22h,Bona,33,22h,Buena,22,28/06/2018 23:00,1530219902
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,22h,Buena,26,22h,Bona,38,22h,Buena,18,28/06/2018 23:00,1530219902
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,22h,Bona,57,22h,Buena,31,28/06/2018 23:00,1530219902
Eixample,Buena,IH,01,08019043,2.1538,41.3853,23h,Buena,45,23h,Bona,48,23h,Buena,29,29/06/2018 0:00,1530223503
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,,,,NA,,,23h,Buena,25,29/06/2018 0:00,1530223503
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,23h,Buena,50,23h,Bona,36,,,,29/06/2018 0:00,1530223503
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,23h,Buena,46,23h,Bona,29,23h,Buena,21,29/06/2018 0:00,1530223503
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,23h,Buena,40,23h,Bona,30,23h,Buena,18,29/06/2018 0:00,1530223503
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,23h,Bona,55,23h,Buena,30,29/06/2018 0:00,1530223503
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,0h,Bona,17,,,,29/06/2018 1:00,1530227102
Eixample,Buena,IH,01,08019043,2.1538,41.3853,0h,Buena,40,0h,Bona,46,0h,Buena,29,29/06/2018 1:00,1530227102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,0h,Buena,44,0h,Bona,37,0h,Buena,24,29/06/2018 1:00,1530227102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,0h,Buena,37,0h,Bona,39,,,,29/06/2018 1:00,1530227102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,0h,Buena,44,0h,Bona,20,0h,Buena,21,29/06/2018 1:00,1530227102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,0h,Buena,44,0h,Bona,26,0h,Buena,17,29/06/2018 1:00,1530227102
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,0h,Bona,52,0h,Buena,29,29/06/2018 1:00,1530227102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,1h,Bona,37,,,,29/06/2018 2:00,1530230705
Eixample,Buena,IH,01,08019043,2.1538,41.3853,1h,Buena,32,1h,Bona,52,1h,Buena,28,29/06/2018 2:00,1530230705
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,1h,Buena,40,1h,Bona,38,1h,Buena,24,29/06/2018 2:00,1530230705
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,1h,Buena,26,1h,Bona,46,,,,29/06/2018 2:00,1530230705
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,1h,Buena,42,1h,Bona,22,1h,Buena,21,29/06/2018 2:00,1530230705
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,1h,Buena,39,1h,Bona,33,1h,Buena,17,29/06/2018 2:00,1530230705
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,1h,Bona,61,1h,Buena,29,29/06/2018 2:00,1530230705
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,2h,Bona,25,,,,29/06/2018 3:00,1530234303
Eixample,Buena,IH,01,08019043,2.1538,41.3853,2h,Buena,34,2h,Bona,39,2h,Buena,28,29/06/2018 3:00,1530234303
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,2h,Buena,35,2h,Bona,35,2h,Buena,24,29/06/2018 3:00,1530234303
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,2h,Buena,26,2h,Bona,43,,,,29/06/2018 3:00,1530234303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,2h,Buena,36,2h,Bona,20,2h,Buena,20,29/06/2018 3:00,1530234303
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,2h,Buena,54,2h,Bona,17,2h,Buena,17,29/06/2018 3:00,1530234303
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,2h,Bona,52,2h,Buena,29,29/06/2018 3:00,1530234303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,3h,Bona,30,,,,29/06/2018 4:00,1530237902
Eixample,Buena,IH,01,08019043,2.1538,41.3853,3h,Buena,44,3h,Bona,36,3h,Buena,29,29/06/2018 4:00,1530237902
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,3h,Buena,46,3h,Bona,32,3h,Buena,25,29/06/2018 4:00,1530237902
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,3h,Buena,22,3h,Bona,41,,,,29/06/2018 4:00,1530237902
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,3h,Buena,41,3h,Bona,19,3h,Buena,21,29/06/2018 4:00,1530237902
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,3h,Buena,54,3h,Bona,16,3h,Buena,17,29/06/2018 4:00,1530237902
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,3h,Bona,52,3h,Buena,29,29/06/2018 4:00,1530237902
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,4h,Bona,28,,,,29/06/2018 5:00,1530241505
Eixample,Buena,IH,01,08019043,2.1538,41.3853,4h,Buena,44,4h,Bona,28,4h,Buena,29,29/06/2018 5:00,1530241505
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,4h,Buena,43,4h,Bona,28,4h,Buena,25,29/06/2018 5:00,1530241505
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,4h,Buena,26,4h,Bona,33,,,,29/06/2018 5:00,1530241505
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,4h,Buena,31,4h,Bona,19,4h,Buena,21,29/06/2018 5:00,1530241505
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,3h,Buena,54,3h,Bona,16,4h,Buena,17,29/06/2018 5:00,1530241505
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,4h,Bona,44,4h,Buena,29,29/06/2018 5:00,1530241505
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,5h,Bona,18,,,,29/06/2018 6:00,1530245103
Eixample,Buena,IH,01,08019043,2.1538,41.3853,5h,Buena,28,5h,Bona,31,5h,Buena,29,29/06/2018 6:00,1530245103
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,5h,Buena,39,5h,Bona,24,5h,Buena,25,29/06/2018 6:00,1530245103
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,5h,Buena,26,5h,Bona,30,,,,29/06/2018 6:00,1530245103
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,5h,Buena,38,5h,Bona,19,5h,Buena,21,29/06/2018 6:00,1530245103
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,3h,Buena,54,3h,Bona,16,5h,Buena,17,29/06/2018 6:00,1530245103
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,5h,Bona,24,5h,Buena,30,29/06/2018 6:00,1530245103
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,6h,Bona,14,,,,29/06/2018 7:00,1530248702
Eixample,Buena,IH,01,08019043,2.1538,41.3853,6h,Buena,41,6h,Bona,29,6h,Buena,30,29/06/2018 7:00,1530248702
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,6h,Buena,57,6h,Bona,23,6h,Buena,25,29/06/2018 7:00,1530248702
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,6h,Buena,45,6h,Bona,21,,,,29/06/2018 7:00,1530248702
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,6h,Buena,46,6h,Bona,15,6h,Buena,22,29/06/2018 7:00,1530248702
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,4h,,,4h,,,6h,Buena,17,29/06/2018 7:00,1530248702
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,6h,Bona,26,6h,Buena,30,29/06/2018 7:00,1530248702
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,7h,Bona,23,,,,29/06/2018 8:00,1530252305
Eixample,Buena,IH,01,08019043,2.1538,41.3853,7h,Buena,30,7h,Bona,39,7h,Buena,30,29/06/2018 8:00,1530252305
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,7h,Buena,43,7h,Bona,35,7h,Buena,26,29/06/2018 8:00,1530252305
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,7h,Buena,34,7h,Bona,28,,,,29/06/2018 8:00,1530252305
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,7h,Buena,33,7h,Bona,29,7h,Buena,22,29/06/2018 8:00,1530252305
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,5h,,,5h,,,7h,Buena,17,29/06/2018 8:00,1530252305
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,7h,Bona,44,8h,Buena,29,29/06/2018 8:00,1530252305
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,8h,Bona,51,,,,29/06/2018 9:00,1530255902
Eixample,Buena,IH,01,08019043,2.1538,41.3853,8h,Buena,30,8h,Bona,46,8h,Buena,30,29/06/2018 9:00,1530255902
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,8h,Buena,29,8h,Bona,55,8h,Buena,26,29/06/2018 9:00,1530255902
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,8h,Buena,11,8h,Bona,57,,,,29/06/2018 9:00,1530255902
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,8h,Buena,40,8h,Bona,37,8h,Buena,21,29/06/2018 9:00,1530255902
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,6h,,,6h,,,7h,Buena,17,29/06/2018 9:00,1530255902
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,8h,Bona,57,8h,Buena,29,29/06/2018 9:00,1530255902
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,9h,Bona,60,,,,29/06/2018 10:00,1530259505
Eixample,Regular,IH,01,08019043,2.1538,41.3853,9h,Buena,17,9h,Regular,97,9h,Buena,30,29/06/2018 10:00,1530259505
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,9h,Buena,28,9h,Bona,70,9h,Buena,26,29/06/2018 10:00,1530259505
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,9h,Buena,13,9h,Bona,67,,,,29/06/2018 10:00,1530259505
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,9h,Buena,46,9h,Bona,26,9h,Buena,20,29/06/2018 10:00,1530259505
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,7h,,,7h,,,7h,Buena,17,29/06/2018 10:00,1530259505
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,9h,Bona,56,9h,Buena,28,29/06/2018 10:00,1530259505
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,10h,Bona,75,,,,29/06/2018 11:00,1530263102
Eixample,Buena,IH,01,08019043,2.1538,41.3853,10h,Buena,22,10h,Bona,88,10h,Buena,30,29/06/2018 11:00,1530263102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,10h,Buena,33,10h,Bona,65,10h,Buena,26,29/06/2018 11:00,1530263102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,10h,Buena,29,10h,Bona,53,,,,29/06/2018 11:00,1530263102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,10h,Buena,56,10h,Bona,17,10h,Buena,20,29/06/2018 11:00,1530263102
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,10h,Bona,52,10h,Buena,28,29/06/2018 11:00,1530263102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,11h,Bona,28,,,,29/06/2018 12:00,1530266702
Eixample,Buena,IH,01,08019043,2.1538,41.3853,11h,Buena,45,11h,Bona,69,11h,Buena,30,29/06/2018 12:00,1530266702
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,11h,Buena,47,11h,Bona,54,11h,Buena,26,29/06/2018 12:00,1530266702
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,11h,Buena,53,11h,Bona,42,,,,29/06/2018 12:00,1530266702
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,11h,Buena,47,11h,Bona,38,12h,Buena,19,29/06/2018 12:00,1530266702
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,11h,Bona,47,11h,Buena,27,29/06/2018 12:00,1530266702
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,12h,Bona,53,,,,29/06/2018 13:00,1530270303
Eixample,Regular,IH,01,08019043,2.1538,41.3853,12h,Buena,32,12h,Regular,103,12h,Buena,30,29/06/2018 13:00,1530270303
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,12h,Buena,46,12h,Bona,81,12h,Buena,26,29/06/2018 13:00,1530270303
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,12h,Buena,62,12h,Bona,40,,,,29/06/2018 13:00,1530270303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,12h,Buena,71,12h,Bona,32,12h,Buena,19,29/06/2018 13:00,1530270303
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,12h,Bona,48,12h,Buena,26,29/06/2018 13:00,1530270303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,13h,Bona,31,,,,29/06/2018 14:00,1530273903
Eixample,Buena,IH,01,08019043,2.1538,41.3853,13h,Buena,47,13h,Bona,79,14h,Buena,30,29/06/2018 14:00,1530273903
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,12h,Buena,46,12h,Bona,81,13h,Buena,25,29/06/2018 14:00,1530273903
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,13h,Buena,65,13h,Bona,32,,,,29/06/2018 14:00,1530273903
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,13h,Buena,77,13h,Bona,41,13h,Buena,19,29/06/2018 14:00,1530273903
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,13h,Buena,85,13h,Bona,33,13h,Buena,18,29/06/2018 14:00,1530273903
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,13h,Bona,31,13h,Buena,25,29/06/2018 14:00,1530273903
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,14h,Bona,24,,,,29/06/2018 15:00,1530277502
Eixample,Buena,IH,01,08019043,2.1538,41.3853,14h,Buena,63,14h,Bona,71,14h,Buena,30,29/06/2018 15:00,1530277502
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,12h,Buena,46,12h,Bona,81,14h,Buena,25,29/06/2018 15:00,1530277502
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,14h,Buena,81,14h,Bona,26,,,,29/06/2018 15:00,1530277502
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,14h,Buena,93,14h,Bona,27,14h,Buena,19,29/06/2018 15:00,1530277502
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,14h,Buena,96,14h,Bona,25,14h,Buena,19,29/06/2018 15:00,1530277502
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,14h,Bona,27,14h,Buena,25,29/06/2018 15:00,1530277502
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,15h,Bona,20,,,,29/06/2018 16:00,1530281102
Eixample,Buena,IH,01,08019043,2.1538,41.3853,15h,Buena,55,15h,Bona,85,15h,Buena,30,29/06/2018 16:00,1530281102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,13h,,,13h,,,15h,Buena,25,29/06/2018 16:00,1530281102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,15h,Buena,89,15h,Bona,12,,,,29/06/2018 16:00,1530281102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,15h,Buena,97,15h,Bona,18,15h,Buena,19,29/06/2018 16:00,1530281102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,15h,Buena,101,15h,Bona,21,15h,Buena,19,29/06/2018 16:00,1530281102
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,15h,Bona,17,15h,Buena,25,29/06/2018 16:00,1530281102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,16h,Bona,27,,,,29/06/2018 17:00,1530284703
Eixample,Buena,IH,01,08019043,2.1538,41.3853,16h,Buena,57,16h,Bona,71,16h,Buena,30,29/06/2018 17:00,1530284703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,14h,,,14h,,,16h,Buena,25,29/06/2018 17:00,1530284703
