test-ins - Madrid Innova;;;;;;;;;
Evento;Espacio;Tipo;Fecha;Hora Inicio;Hora Fin;Ponente;Dirigido a;inscritos;Descripción
Theres a hack for that: charla sobre los errores y vulnerabilidades del diseño en nuestras Apps;Puerta innovación;Formación;19-10-2022;19:00;21:00;Mario Bartolomé, ingeniero de ciber-seguridad ofensiva;Emprendedores;0;"??Te traemos un nuevo punto de vista práctico y ""ofensivo"" sobre las vulnerabilidades y errores más comunies que cometemos en las Apps de iOS. De la mano de NSCoder Night Madrid os presentamos esta sesión para albergar en nuestro centro un evento mensual en el que personas con inquietudes en desarrollo y diseño de aplicaciones para iOS y Mac OS X se reunen en un ambiente informal y relajado. Apúntate a este networking donde escuchar y compartir experiencias para sacar el mayor partido de estos sistemas operativos y además hacer nuevos amigos, ¿te apuntas? Accede aquí al enlace de inscripción.  ???Sobre el ponente: Mario Bartolomé es ingeniero de ciber-seguridad ofensiva. Red Team Operator: ""Me gano la vida rompiendo cosas y, a veces, si tengo el día, puede que las arregle"". ?? ¡Formato presencial! ?? Miércoles 19 de octubre 19:00-21:00 horas.  "
CONOCE EL ECOSISTEMA DE INNOVACIÓN E INVERSIÓN EN HONG KONG;Puerta innovación;Formación;18-10-2022;17:00;18:00;Alfonso Ballesteros, Fundador y Consultor Senior de Desarrollo de Negocio en Crossbow consulting;Emprendedores;0;Detalles ¡Si estás pensando en emprender en Hong Kong estos tips te interesan! ??Cada vez es más frecuente dar el salto a otras regiones y continentes en el entorno empresarial e innovador. Por eso contamos con un experto que lleva ayudando a empresas a expandirse en Asia desde hace más de quince años, ¿quieres saber más? Te traemos un webinar gratuito donde poder conocer qué rol juega Hong Kong en Asia y cómo puedes escalar entre las corporates asiáticas de la mano de Alfonso Ballesteros, Fundador y Consultor Senior de Desarrollo de Negocio en Crossbow consulting. Este experto te compartirá las verticales clave que debes conocer, el papel de esta región como fuente de inversores y partners y cómo poder escalar como emprendedor en su mercado. Descubre también las oportunidades que ofrece para VCs europeos en Asia y la oportunidad de encontrar LPs Asiáticos para fondos europeos. ???Sobre el ponente: Crossbow Consulting proporciona servicios on-demand individualizados para startups, corporates y VC, entre otros, así como programas para que éstos se reúnan a través de bootcamps y programas de aceleración de manera internacional. ¡Formato online! ?? Martes 18 de octubre 17:00-18:00 horas.  
Lifelong Learning para profesionales en un mundo cambiante cada vez más digital;Puerta innovación;Formación;13-10-2022;17:00;18:00;Harold Combita, Co-Fundador y Gerente de Mangus.;Emprendedores;0;??A más del 50% de las empresas en Hispanoamérica se les dificulta el acceso al talento para que puedan crecer y ser más competitivas. El mundo está en constantes cambios que vive de un modo acelerado y el reto es poder desarrollar de una forma continua las hard skills y soft skills que requieren los colaboradores a la misma velocidad a la que surgen los cambios en el entorno. ¿Puedes transformar los procesos de formación de las empresas? ¿Sabes lidiar con los retos que conlleva la gestión humana? En este webinar gratuito te traemos las claves para hacerlo. Conoce las tendencias, metodologías y herramientas necesarias para poder potenciar el talento humano de la organización y prepara tu startup para la innovación empresarial. Cada colaborador tiene unas competencias previas, una experiencia, un perfil de aprendizaje diferente y, por consiguiente, requiere de una ruta de aprendizaje completamente personalizada y alineada tanto con sus proyecciones profesionales como con las de su organización. Descubre de la mano de Harold Combita, Ingeniero de Sistemas y Magister de Gobierno en Tecnología Informática. Co-Fundador y Gerente de Mangus, el uso productivo que pueden aportar a tu empresa las tecnologías 4.0, la inteligencia artificial, tendencias como la gamificación, el aprendizaje adaptativo y el m-microlearning. ???Sobre el ponente: Mangus es una startup edtech que cuenta con una plataforma Lifelong Learning y se dedica al desarrollo de proyectos e-learning en universidades, colegios y gobiernos. Además, ayudan a colaboradores en empresas y profesionales a ser competitivos en el mercado laboral.  ¡Formato online! ?? Jueves 13 de octubre 17:00-18:00 horas.
Impacto del UX en el Product Market Fit;Puerta innovación;Taller;04-10-2022;17:00;18:00;Micaela Villalobos, Product & UX/UI Designer;Emprendedores;0;??El éxito de un proyecto va acompañado de un buen diseño para potenciar su valor y posicionarse en el mercado, ¿eres consciente del impacto que puede tener el UX en tu producto? Te lo contamos en este webinar gratuito en el que compartiremos tips sobre cómo la experiencia de usuario puede: -Determinar el valor de tu producto o servicio. -Desarrollarlo de forma correcta. -Fomentar su elegibilidad frente a la competencia. ???Sobre el ponente: Micaela Villalobos es Product & UX/UI Designer y va a contarte cómo puedes hacer que tu producto encaje enseñándote a enriquecer tus skills de emprendimiento a través del diseño, ¿te apuntas? ¡Formato online! ?? Martes 04 de octubre 17:00-18:00 horas.
CONSTRUYE UN CRECIMIENTO SOSTENIBLE CON LA SESIÓN FORMATIVA DEL PROGRAMA CLUSTER LOCAL EN ENERGÍA INTELIGENTE;Puerta innovación;Formación;30-09-2022;16:00;17:00;Manuel Ruíz de Aldereguía, CEO de In2AI;Emprendedores;0;Detalles   ¡Fomenta el crecimiento de pequeñas y medianas empresas de ingeniería!       ??Te presentamos un proyecto para conocer herramientas formativas y de movilidad que permitan crecer a la pequeña y mediana empresa de ingeniería. Con este programa que la Universidad de Alcalá (UAH) ha realizado junto a otras universidades con el apoyo de la Comisión Europea con el programa Erasmus+ podrás participar en ecosistemas que faciliten el crecimiento sostenible en el tiempo de las pymes. Mediante 'Cluster local en energía inteligente' la UAH trabaja en la creación de un cluster o agrupación de pymes en energías inteligentes y eficientes y pretende habilitar un programa de movilidad para visitar virtualmente a compañías e investigadores de los mismos y poder establecer contactos que promuevan la internacionalización, el trabajo en propuestas conjuntas, etc. ¿Quieres aprender a financiar el crecimiento de tu empresa? ¿Sabrías internacionalizarla de forma correcta? ¿Te gustaría colaborar con otros clusters y ecosistemas empresariales? Si es así, este taller presencial te interesa. Se trata de la primera sesión del citado programa que será impartida por Manuel Ruíz de Aldereguía, CEO de In2AI. ??¡Formato presencial! Calle de Toledo, 110. Madrid. (Metro más cercano Puerta de Toledo) ?? Viernes 30 de septiembre 16:00-17:00 horas. Inscríbete mandando un email a sme.cluster.growth@uah.es
CÓMO GESTIONAR TU TALENTO EN EL EXTRANJERO;Puerta innovación;Formación;29-09-2022;17:00;18:00;Beatriz Iborra, Responsable Comercial para el Sur de Europa y MENA en Remote, experta en B2B y venta de SaaS;Emprendedores;0;¡Apúntate a este webinar y conoce las oportunidades para emprender en el extranjero! ??Si estás pensando en salir al extranjero con tu startup y no sabes cómo tramitar el talento fuera de tu país, este webinar gratuito es para ti. ¿Qué necesitas para saber contratar talento en el extranjero? ¿Cuáles son las claves para ser atractivo en un ambiente libre, flexible y muy competitivo? ¿Qué normativa debes tener en cuenta? Éstas y otras preguntas serán respondidas por Beatriz Iborra, Responsable Comercial para el Sur de Europa y MENA en Remote, experta en B2B y venta de SaaS tanto para pymes como para grandes corporaciones. ???Sobre el ponente: Remote es una empresa para la que no hay fronteras, ya que remueve las barreras del talento promoviendo la contratación global para cualquier persona, negocio y nivel global, empoderando a las empresas de cualquier dimensión a expandirse internacionalmente de forma fácil y sencilla. ¡Formato online! ?? Jueves 29 de septiembre 17:00-18:00 horas.
GROWTH HACKING: LA METODOLOGÍA QUE HAY DETRÁS DEL CRECIMIENTO DE LOS NEGOCIOS DIGITALES;Puerta innovación;Formación;27-09-2022;17:00;18:00;Rubén Mancera Arcos, Director de Marketing de Product Hackers;Emprendedores;0;Detalles ¡Aprende a aplicar el growth en tu empresa y a hacer que tu marketing funcione! ??Si tu negocio digital no está creciendo, está muriendo. ¿Has probado mil estrategias de marketing para atraer clientes y no te funcionan? En este webinar gratuito te traemos a la empresa responsable del crecimiento digital de los más grandes: Zara, Hawkers, Havaianas, Verti, etc. Te presentamos el Growth, qué es y cómo implementarlo para: ??Saber qué es esta metodología científica. ??Conocer qué beneficios aporta al crecimiento de las empresas. ??Entender cómo aplicarlo en tus negocios Estas y otras claves serán compartidas por Rubén Mancera Arcos, Head of Marketing de Product Hackers. ???Sobre el ponente: Product Hackers, impulsa el crecimiento de los negocios o profuctos digitales en el menor tiempo posible, testeando y exprimentando cada idea hasta encontrar las palancas de crecimiento que te lancen hacia las estrellas y multipliquen tus resultados. ¡Formato online! ?? Martes 27 de septiembre 17:00-18:00 horas.
JORNADA STEAM CON WOWPLAY;Puerta innovación;Formación;15-09-2022;17:30;19:00;Wowplay;Emprendedores;0;Detalles   ¡Fomenta la metodología STEAM para favorecer el aprendizaje integrado entre distintas asignaturas!       ??En este taller gratuito te traemos una jornada STEAM con WoWplay para que los niños y niñas descubran y prueben de primera mano un aprendizaje basado en proyectos. Todo lo que necesitan saber para comprender cómo podemos pasar de ser consumidores a constructores de las tecnologías que utilizamos todos los días está en este taller. La metodología STEAM se basa en la Ciencia, la Tecnología, la Ingeniería, el Arte y las Matemáticas, y todas ellas se trabajarán de forma conjunta con un mismo fin. Construyendo un personaje de plastilina, los participantes conocerán cómo funciona un circuito eléctrico y le daremos vida con un teatro. De este modo se despertará la cuiosidad, se incentivará el pensamiento lógico y se fomentará la creatividad de niñas y niños de la mano de WoWplay, organizador del evento. Para niños de 5 - 8 años, ¡con merienda incluida! Además te llevas un kit de regalo, ¿te lo vas a perder? ?? ¡Formato presencial! ?? Jueves 15 de septiembre 17:30-19:00 horas.
COMIENZA EL CURSO CON #DATAMECUM: LA TIERRA ES PLANA Y LOS DATOS NO SIRVEN;Puerta innovación;Formación;15-09-2022;19:45;20:45;;Emprendedores;0;Detalles   ¡Nuevo curso de IA de la mano de #Datamecum en Madrid!       ??Datamecum arranca oficialmente su Programa Técnico Intensivo en Data Science en Madrid y vienen a presentarlo a nuestro centro Puerta Innovación, según nos han indicado ellos mismos ¡saldrás iluminado ?? o terraplanista ??! Desde 'La TIERRA es plana y los DATOS no sirven' hablarán de datos e inteligencia artificial y de su plan de formación inclusivo para el empleo. Contaremos con la presencia de: ??Ángel Niño, Concejal y Responsable del Área de Innovación y Emprendimiento en el Ayuntamiento de Madrid. ??Francisco Vaquer, CTO y cofundador de Deepsense y experto en proyectos de IA en los sectores industrial y turístico y profesor en Datamecum. ??Emilio Soria-Olivas, Catedrático en la Universidad de Valencia e iniciador del Grado de Ciencia de Datos, Máster Oficial en Ciencia de Datos, Máster Propio en Inteligencia Artificial Avanzada y Aplicada, Máster Propio en Deep Learning en la Universidad de Valencia y cofundador de Datamecum. ??¡Formato presencial! Calle de Toledo, 110. Madrid. (Metro más cercano Puerta de Toledo) ?? Jueves 15 de septiembre 19:45-20:45 horas. Inscríbete AQUÍ: https://www.meetup.com/datamecum/events/288348542/
CÓMO DEFINIR EL PRICING PARA EMPRESAS B2B;Puerta innovación;Formación;13-09-2022;17:00;18:00;José Perera Sosa, Socio Líder y Gerard Fluxà Sánchez Ejecutivo de cuentas de Stripe;Emprendedores;0;Detalles ¡Todo lo que necesitas hacer para conocer lo que vale tu startup! ??Si quieres definir el pricing para una empresa B2B debes conocer por qué es importante y por qué a las startups les resulta tan complicado de definir. Con un objetivo bien definido tendrás una idea más aproximada del tamaño de tu cliente ideal y del mercado en el que éste se encuentra para determinar tu estrategia. En este webinar gratuito, José Perera Sosa, Socio Líder, y Gerard Fluxà Sánchez, ambos Ejecutivos de Cuentas de Stripe, te ayudarán a definir el marco para establecer el precio de tu producto en cuatro grandes pasos: ??¿A quién quieres dirigirte? ??¿Cuál es tu divisa de pago? ??¿Cuál es el precio por unidad? ??¿Cómo debes presentar y ofrecer tu producto? ???Sobre el ponente: Stripe es una plataforma de estructura financiera de negocio. Millones de compañías en el mundo utilizan esta empresa para aceptar pagos, incrementar sus ingresos y acelerar nuevas oportunidades de negocio. ¡Formato online! ?? Martes 13 de septiembre 17:00-18:00 horas.
